,Lon,Lat,NO_Med,NO2_Med,BC_Med,NO_Mean,NO2_Mean,BC_Mean,Speed_Med,Unique_Days,Unique_1Hz,AdjFac_NO,AdjFac_NO2,AdjFac_BC,Road_Type,Index_Hwy,Index_Domain,NO_SE,NO2_SE,BC_SE,h3id_7,h3id_8,h3id_9,h3id_10,h3id_11
7640,-122.26676680000001,37.8097672,6.142857435,14.14549981,0.38369837,12.16648754,14.14478675,0.42098126329999996,3.457066298,19,184,1.208333333,1.0,1.0,2,0,2,0.9742317596,0.35482731310000004,0.04178780425,872830810ffffff,8828308105fffff,89283081047ffff,8a2830810467fff,8b2830810461fff
7641,-122.26676259999999,37.81140785,13.43044889,16.96594325,0.7932438876000001,27.25784932,20.52303632,1.1119154470000001,0.4681444168,41,769,1.2,1.0,1.0,2,0,2,1.2029464,0.2371355325,0.03482850566,872830810ffffff,8828308105fffff,89283081047ffff,8a283081044ffff,8b2830810448fff
7642,-122.26676029999999,37.82063118,11.87499973,18.25442537,0.733794397,23.13828474,22.3211199,0.6882141948,11.03997707,27,97,1.0,1.03957115,1.0,2,0,2,1.961377977,0.9221779201000001,0.12225565460000001,872830813ffffff,882830813dfffff,892830813d3ffff,8a2830813d07fff,8b2830813d01fff
7643,-122.2667537,37.79487677,19.00000059,17.74110727,0.8622907001000001,27.91136754,20.60674807,1.006339439,6.680060625,23,67,1.0,0.9784482759,1.0,1,0,2,1.993485039,1.804592201,0.1362983547,872830814ffffff,8828308147fffff,8928308146bffff,8a28308146affff,8b28308146f6fff
7644,-122.2667501,37.80856691,9.293103735,15.19864334,0.5430526543,17.73941725,18.01728122,0.6674385116,0.1028888822,36,689,1.0,1.2162162159999999,1.0,2,0,2,0.3347069706,0.1892050409,0.03685837922,872830810ffffff,8828308105fffff,89283081057ffff,8a283081054ffff,8b283081054bfff
7645,-122.26674709999999,37.79436059,19.20000091,17.42568096,0.8185969954000001,59.26808148,16.92331629,1.733102651,6.337954998,11,52,0.7301587302,0.9395593870000001,0.872611465,2,0,2,4.834951965,1.811621252,0.11897746470000001,872830814ffffff,8828308147fffff,8928308146bffff,8a28308146affff,8b28308146adfff
7646,-122.266747,37.79253254,12.66555599,12.09383536,0.2389530432,13.71333032,14.31520622,0.22025178260000003,8.71983242,10,33,0.8481012658,0.9587628866,0.7857142856999999,3,0,0,2.11646006,2.184083724,0.07644004041,872830814ffffff,8828308147fffff,89283081463ffff,8a2830814637fff,8b2830814632fff
7647,-122.2667443,37.81143799,18.41538402,19.07761884,0.7484308348,43.39455619,24.51015207,1.167420417,3.740010738,37,115,1.205882353,1.079812207,1.0,2,0,2,4.104238635,0.5156133726,0.06506413678999999,872830810ffffff,8828308105fffff,89283081047ffff,8a283081044ffff,8b2830810448fff
7648,-122.26674380000001,37.81224223,8.329545402,14.94699955,0.521801339,10.96091419,15.3793435,0.560978224,3.773449779,15,193,1.181818182,1.113207547,0.9666666667,2,0,2,1.023612461,1.284337476,0.09387918662,872830810ffffff,8828308107fffff,8928308107bffff,8a28308107a7fff,8b28308107a5fff
7649,-122.26673410000001,37.80171811,7.699999827999999,13.58163458,0.4730591765,10.01767953,16.28117997,0.43433515479999996,9.007921219,26,74,0.7738888889,1.0,0.9380952381000001,3,0,2,0.8768117756,1.17040159,0.09461530785,872830810ffffff,882830810dfffff,892830810c3ffff,8a2830810c0ffff,8b2830810c0dfff
7650,-122.26672690000001,37.81081254,9.666667126,15.32699966,0.3680619669,13.80990548,15.83948014,0.5331241479,0.1491888762,18,481,1.2,0.8487084870999999,1.0,2,0,2,0.6247882054,0.34934221590000003,0.04491625924,872830810ffffff,8828308105fffff,89283081047ffff,8a283081046ffff,8b283081046afff
7651,-122.2667244,37.79728117,18.85714302,18.90617077,0.5274551,27.28451968,20.30805401,0.7262137998,8.164232731,28,106,0.9545454545000001,1.0,1.088607595,2,0,2,2.309675421,1.2700830140000001,0.08913541457,872830810ffffff,882830810dfffff,892830810d3ffff,8a2830810d2ffff,8b2830810d2cfff
7652,-122.26672109999998,37.81147596,21.000001,19.73860486,0.8688845448,58.03467973,26.55650578,1.349589551,5.725766182,34,87,1.099813433,1.0389610390000001,1.0,2,0,2,2.671743279,1.377408089,0.1094876698,872830810ffffff,8828308105fffff,89283081047ffff,8a283081044ffff,8b2830810448fff
7653,-122.26671759999999,37.80672334,8.597015334,14.86499995,0.4951955465,20.81052134,16.77656365,0.4577943478,8.534632683,26,80,0.9215686275,1.0,1.0,3,0,2,2.1325340930000003,0.9770086953,0.142668331,872830810ffffff,8828308105fffff,89283081057ffff,8a283081056ffff,8b2830810561fff
7654,-122.26671359999999,37.81003426,8.213333405,13.97334829,0.4020039821,9.058089976,15.11221321,0.49074507869999995,7.639499187,19,93,1.2,0.9107142856999999,0.9473684211,2,0,2,0.5118340519,0.9332275594,0.06200621311000001,872830810ffffff,8828308105fffff,89283081047ffff,8a283081046ffff,8b283081046efff
7655,-122.2667123,37.79912913,5.142857387,14.07000035,0.509177431,61.5192605,24.4361353,1.1036727709999998,0.12346665189999999,29,427,0.9587087087,1.2244897959999999,1.308510638,2,0,2,0.3220774438,0.1544451784,0.08257923141,872830810ffffff,882830810dfffff,892830810d7ffff,8a2830810d0ffff,8b2830810d09fff
7656,-122.26670890000001,37.80686877,12.42869041,16.49854946,0.6156871993,36.81404342,19.73048674,0.6658284223,7.06332159,30,111,0.94,1.080952381,1.0,3,0,2,4.037121597,1.350047262,0.09705668937,872830810ffffff,8828308105fffff,89283081057ffff,8a283081056ffff,8b283081056efff
