,Lon,Lat,NO_Med,NO2_Med,BC_Med,NO_Mean,NO2_Mean,BC_Mean,Speed_Med,Unique_Days,Unique_1Hz,AdjFac_NO,AdjFac_NO2,AdjFac_BC,Road_Type,Index_Hwy,Index_Domain,NO_SE,NO2_SE,BC_SE,h3id_7,h3id_8,h3id_9,h3id_10,h3id_11
24,-122.200353,37.72591039,7.045454684,9.126000404,0.4000047893,10.20084694,12.58797244,0.3172234919,6.836966038,11,42,1.19047619,0.9222797926999999,1.0,2,0,3,0.7854298053000001,4.087465947,0.11315635480000001,872830981ffffff,8828309819fffff,89283098187ffff,8a283098195ffff,8b2830981874fff
25,-122.20031750000001,37.72960142,6.000000052000001,13.62862431,0.6537762284,15.852058999999999,16.16043495,1.084242012,10.80590439,12,20,1.166666667,1.007142857,1.0,2,0,3,7.25294257,6.406131444,0.3503817953,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb0fff
26,-122.2002687,37.72606294,9.560975905,7.724884589,0.4602744586,10.5990845,10.38295355,0.4553629249,12.55501556,13,32,0.8734883721,1.12,0.9871794872,2,0,3,1.748187724,2.183689741,0.0853484115,872830981ffffff,8828309819fffff,89283098187ffff,8a2830981877fff,8b2830981874fff
27,-122.20023159999998,37.72940142,10.06451622,8.802000046,0.2631976144,68.925735,12.41204101,0.3765527254,0.0,15,261,1.7777777780000001,1.1956521740000001,1.045454545,1,0,3,3.295585113,0.3193954444,0.05541412926,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb4fff
28,-122.2001781,37.72984808,14.85714316,18.79257642,0.47574737,26.47502349,18.1862209,0.6468824777000001,0.0,12,155,1.142857143,0.9956331878,1.045454545,2,0,3,2.025464007,0.057662511150000005,0.05510680002999999,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb0fff
29,-122.20013940000001,37.72941102,9.482758569,12.09059128,0.7931859206999999,26.29817572,13.58101347,1.6666668580000001,10.46379948,13,25,0.8510344828,0.9956331878,0.9743589744,2,0,3,3.251088948,2.87815898,0.2931395099,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb4fff
30,-122.20009209999999,37.72964805,16.48301938,13.69544824,0.6466880172,46.08174531,17.37564062,1.58703793,11.31777668,17,37,0.9069767442,1.19068323,1.0,2,0,3,4.977941914,1.739699625,0.29909706010000003,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb6fff
31,-122.20008929999999,37.72598848,8.272727527999999,8.13413187,0.4511885685,12.69313716,10.22954621,0.5175938115,12.26949883,13,38,0.84,0.9723602484,0.9743589744,2,0,3,1.643333015,1.823187537,0.09725485543,872830981ffffff,8828309819fffff,89283098187ffff,8a2830981877fff,8b2830981874fff
32,-122.2000824,37.72923581,7.548386772000001,14.25733294,0.576713974,11.76140187,13.90287561,0.6523929433,6.435699463,12,31,0.7608182533,0.8977272727,0.9743589744,1,0,3,1.008834359,3.3561408239999997,0.1088763854,872830981ffffff,8828309819fffff,8928309818fffff,8a2830981bb7fff,8b28309818e9fff
33,-122.2000472,37.72579159,4.7947455439999995,6.61664879,0.1853747332,7.408310059,14.07258792,0.4087581951,4.578555107,11,65,1.19047619,1.0142857140000001,1.045454545,2,0,3,0.6737294286,3.1840393760000003,0.138614257,872830981ffffff,8828309819fffff,89283098197ffff,8a283098195ffff,8b283098195afff
34,-122.2000403,37.73009533,13.60000065,18.41475138,0.8516787420999999,59.78652378,20.073716100000002,1.266777358,0.0,14,152,1.7,0.9638554217,1.104166667,1,0,3,0.8767552945999999,1.115692999,0.07379152427999999,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981bb7fff,8b2830981bb2fff
35,-122.2000044,37.73015976,2.586206919,6.54176217,0.5661159796999999,5.65439186,11.45865472,0.657684003,0.0,12,100,0.8620689655,0.8095238095,1.045454545,1,0,3,0.689098925,0.2568083799,0.11114081810000001,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981bb7fff,8b2830981bb2fff
36,-122.1999977,37.72916518,5.271390107,12.81302434,0.5825517518,8.600190991,14.53234974,0.3494789265,9.620110035,14,31,0.6829268293,0.9956331878,0.9871794872,2,0,3,1.285144633,4.05829079,0.2000137025,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e9fff
37,-122.19998079999999,37.72973597,17.72727233,17.27040009,0.4349611497,34.42132529,14.60182252,0.5774684164,4.689160585,20,86,0.8387096773999999,0.8977272727,0.6424242424000001,1,0,3,2.73389582,2.496915633,0.08017454078,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb6fff
38,-122.1999547,37.72989545,15.99999931,13.47600031,0.413295449,38.02226387,14.70228223,0.44443872729999995,7.112193822999999,21,113,1.7777777780000001,1.5,1.333333333,1,0,3,1.5748916290000001,0.30500486260000004,0.10473501380000001,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb2fff
39,-122.19990279999999,37.72947324,9.999999776000001,9.302367139,0.3415201353,15.17278514,9.915845006,0.2957537779,0.0,15,211,0.48275862070000003,0.5753216912,0.4318181818,1,0,3,0.6960743479000001,0.2163032434,0.03156195898,872830981ffffff,8828309819fffff,8928309818fffff,8a2830981bb7fff,8b2830981bb6fff
40,-122.1999025,37.73034258,7.840909205,9.669000149,0.48013784299999995,15.64891842,15.15390532,0.5116269211,11.26633215,14,42,1.0,0.9222797926999999,0.9157894737000001,1,0,3,2.226019076,4.158134081,0.2106601314,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981b97fff,8b2830981b94fff
41,-122.19989890000001,37.72925879,1.777777862,5.335143089,0.1424548069,7.001550849,7.937829978,0.2000021427,0.0,16,157,1.615384615,1.0142857140000001,1.045454545,2,0,3,0.7994646545,0.4877105515,0.08037526224,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e9fff
42,-122.1998521,37.72892082,5.032258108,12.40986911,0.7229700279000001,9.39208998,14.10150722,0.8096524093,12.22577095,13,36,0.6829268293,0.8977272727,0.9333333333,2,0,3,0.8453047297,3.1963412,0.1885375527,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e9fff
43,-122.19981740000001,37.73014286,25.39534962,12.830713900000001,0.7124323231,57.81716188,13.9139788,0.9685508906,13.46043777,20,61,0.9069767442,0.9482758620999999,0.8936170213,1,0,3,8.785080648,1.932819691,0.2435270613,872830981ffffff,8828309819fffff,892830981bbffff,8a2830981bb7fff,8b2830981bb2fff
44,-122.19981029999998,37.72921311,6.155172572000001,5.668160151,0.3236459986,12.17671325,8.085335346,0.49877103100000003,4.738033056,16,61,0.9534883720999999,0.7075471698,0.7575757576000001,1,0,3,1.072098418,0.9194248081999999,0.06431841263999999,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e9fff
45,-122.19979009999999,37.72585957,6.800000323,7.950000286,0.4344035292,11.40701304,10.59320534,0.5338822565,9.517221451000001,13,59,0.9375,1.12,0.9743589744,2,0,3,1.860481719,1.748697584,0.1360925798,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b2830981829fff
46,-122.19976480000001,37.73058984,8.823529831,15.69049978,0.590440764,13.20091081,15.90388064,0.7067619699,14.80313778,13,35,1.0,0.9956331878,0.9157894737000001,1,0,3,2.592382,3.789856405,0.1993056269,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981b97fff,8b2830981b94fff
47,-122.19975079999999,37.72901558,6.487804669,5.885377245,0.2452006264,13.57202841,8.583427661,0.3406599754,1.671944261,14,57,0.6829268293,0.7075471698,0.6769230769,2,0,3,0.5853545503,0.2690212892,0.06281342838,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e9fff
48,-122.1997416,37.72567245,9.564428245,5.801314766,0.273043398,20.43599728,10.68184437,0.2298511318,9.735860348,11,29,1.19047619,0.9694656489,1.0,2,0,3,2.7075101960000003,1.748568906,0.1068072382,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182dfff
49,-122.1996801,37.73039027,21.88516738,14.73299488,0.69930191,47.43720289,14.70204331,0.6355038364,13.81540442,20,63,0.9375,0.9482758620999999,0.9204927212,1,0,3,5.642882483999999,1.4215543590000002,0.11698706880000001,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981b97fff,8b28309818c9fff
50,-122.19967720000001,37.72896487,5.000000237,12.40399962,0.4030457408,9.988961324,11.05995711,0.411947468,8.670959949,16,55,1.470588235,2.153846154,1.291666667,1,0,3,0.8396016101999999,0.7290323698000001,0.11592377470000001,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e9fff
51,-122.19965829999998,37.72869909,5.33333338,12.49576204,0.5197185232,25.00927793,13.98024544,0.6962671870999999,13.08489323,13,34,0.8387096773999999,0.9956331878,0.9743589744,2,0,3,1.925235925,3.085349931,0.1486939624,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818edfff
52,-122.1996274,37.73083724,8.977272857,17.87119425,0.7281178348999999,12.21194605,16.10576725,0.7625839416,16.91493225,13,33,1.059701493,0.9956331878,0.9157894737000001,1,0,3,1.808395065,3.80085932,0.12062445029999999,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981b97fff,8b2830981b96fff
53,-122.19954990000001,37.72879793,5.003773857,8.797914553,0.36126349119999995,23.61047869,11.10107962,0.6383219204999999,11.38208199,16,28,0.9069767442,0.9389312977,0.8936170213,2,0,3,1.742546851,1.5121677059999998,0.10354729900000001,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e8fff
54,-122.1995428,37.73063769,8.076922896000001,8.155617884,0.3088316558,20.53683884,10.15583739,0.2706259183,0.0,20,451,1.615384615,1.0142857140000001,1.25,1,0,3,0.8525140573000001,0.4571338705,0.06165400905,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981b97fff,8b2830981b96fff
55,-122.19949440000002,37.72572575,14.26967741,7.849607337,0.4515795862,18.82800775,11.77599691,0.5946541374000001,6.667199612,14,42,0.9375,1.1528571429999999,1.0,2,0,3,3.87095116,3.0244745510000004,0.1072791699,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b2830981828fff
56,-122.1994916,37.72568032,22.68000059,7.568445206,0.2728971495,25.48774942,9.487275211,0.6441205565,9.517221451000001,10,14,1.015238095,0.9694656489,1.0,2,0,3,11.79126052,3.007382888,0.3710343093,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182dfff
57,-122.19949009999998,37.73108464,8.206896998,18.46500015,0.9024413705,10.54970592,17.73755546,0.8717583459999999,17.12070942,13,27,1.0,0.9638554217,0.8828125,1,0,3,1.809118155,3.1764515039999996,0.1294114547,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981b97fff,8b2830981b92fff
58,-122.1994886,37.72874046,6.06369056,8.944619386,0.2612721165,16.37266552,11.69560209,0.09442989859999999,12.33637714,17,26,0.7724978974,0.9694656489,0.8936170213,2,0,3,1.8383769490000001,1.6506993019999998,0.22670396510000002,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818e8fff
59,-122.1994513,37.72553126,3.1746031039999996,14.63979039,0.34595777240000003,12.95429463,12.85751875,0.5340728277000001,3.8711941239999996,10,25,0.3174603175,0.9956331878,0.7533333333,2,0,3,0.41033433420000004,0.8418694848,0.1334481649,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182dfff
60,-122.1994278,37.7285001,5.143472267,10.5505238,0.3916555667,11.83652987,13.50603322,0.4706041032,13.3421154,13,34,0.6829268293,0.9466802303,0.9743589744,2,0,3,2.193834901,3.689252315,0.07948327546,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818ecfff
61,-122.1994055,37.7308851,13.60000065,12.83017261,0.49778765049999996,27.85970531,13.58688255,0.5144190149,14.10606575,20,62,0.9069767442,0.9482758620999999,0.9473684211,1,0,3,4.134725807,2.0780620709999997,0.2109393541,872830981ffffff,882830981bfffff,892830981bbffff,8a2830981b97fff,8b2830981b96fff
62,-122.1993527,37.73133204,7.68181834,18.477303699999997,0.6203961456,11.80545169,15.83881808,0.6705521789,18.10329819,13,30,1.059701493,0.9956331878,0.9157894737000001,1,0,3,1.944956181,3.8466426439999997,0.1767538007,872830981ffffff,882830981bfffff,89283098117ffff,8a2830981b97fff,8b2830981b92fff
63,-122.1993488,37.72591176,20.1315785,14.45168337,0.290227412,32.03185441,14.12377338,0.5276971654,0.09774443507000001,13,228,1.7777777780000001,1.1857142859999998,1.615384615,2,0,3,5.158557167,3.449431863,0.09528806793,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b2830981828fff
64,-122.1993217,37.72859732,7.000000216,9.389017022,0.259004527,19.16411814,10.57229687,0.34727056170000004,12.54472685,16,43,1.0,0.9389312977,0.9468085106,2,0,3,1.345434578,0.9897557122,0.09429663109,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818ecfff
65,-122.19927290000001,37.72576166,13.650794,7.782000302999999,0.49726277,29.37393856,10.70474874,0.45985742119999995,6.806099415,13,57,1.142857143,1.1857142859999998,1.045454545,2,0,3,3.750442825,0.7399515087,0.1021771332,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b2830981828fff
66,-122.1992682,37.73113251,16.90000035,11.76880869,0.4318474904,26.27495238,13.31318048,0.41173967570000003,13.79225445,20,62,1.0,0.9482758620999999,0.9743589744,1,0,3,5.11363166,1.147190156,0.154329435,872830981ffffff,882830981bfffff,89283098117ffff,8a2830981b97fff,8b2830981b92fff
67,-122.1992158,37.73157958,7.4367817579999995,19.04457463,0.7416983334,17.39970162,17.34642372,0.7158252695,17.47053146,15,29,1.0,0.9797443047,0.9157894737000001,1,0,3,2.322144953,4.063268184,0.08611928664999999,872830981ffffff,8828309811fffff,89283098117ffff,8a283098116ffff,8b2830981161fff
68,-122.1992117,37.72557513,17.30769192,9.347499847,0.2573451069,25.00814094,11.28448353,0.3997942564,6.0730161670000005,15,89,1.153846154,1.1857142859999998,0.9333333333,2,0,3,3.152468546,0.700457368,0.110315267,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b2830981828fff
69,-122.1991973,37.72830111,4.223354248,17.35799932,0.3920991551,7.097717171,14.23446214,0.3571279933,11.88366556,13,46,0.6829268293,0.9956331878,0.9743589744,2,0,3,1.312254768,3.287131579,0.1253431613,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818ecfff
70,-122.19916880000001,37.72538043,9.655172197999999,9.848499775,0.3090431884,40.33378132,11.82538493,0.3826783025,13.267520900000001,12,25,1.0,0.9956331878,1.0,2,0,3,17.34739998,2.670900125,0.2289214329,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182cfff
71,-122.19915719999999,37.72613524,6.924418881,8.195518997,0.1331449747,19.79161672,11.91153923,0.1073381067,10.4586544,13,45,0.9069767442,1.12,1.0,2,0,3,3.7054575339999998,2.458811834,0.11309347369999999,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182bfff
72,-122.19913079999999,37.73137992,15.95999949,9.477069378,0.2475499306,29.17072533,11.8677929,0.2106440343,10.0316658,20,62,0.9069767442,0.9482758620999999,0.9498746867,3,0,3,4.222197378,2.0837629509999998,0.1193336369,872830981ffffff,8828309811fffff,89283098117ffff,8a2830981167fff,8b2830981161fff
73,-122.1990904,37.72839894,6.461538768,8.927934792,0.17434047530000002,8.38292504,10.02252408,0.08435154137,13.03602123,16,47,0.9534883720999999,0.9389312977,1.0,2,0,3,1.097060243,0.9437715245999999,0.08164486965,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818effff,8b28309818ecfff
74,-122.19908980000001,37.73183076,11.49019616,17.85026408,0.7970907120999999,25.53312915,18.21603314,0.7425588320000001,17.49625397,14,27,1.142857143,0.9978165939,0.9473684211,1,0,3,3.843770265,3.5377741339999997,0.19402542960000002,872830981ffffff,8828309811fffff,89283098117ffff,8a283098116ffff,8b283098116efff
75,-122.19908600000001,37.72598763,13.71428583,7.736999989,0.591361417,25.68402011,10.87164345,0.7789186048000001,10.65157127,13,40,1.148351648,1.0142857140000001,1.045454545,2,0,3,2.268083372,0.7998602287000001,0.18129464280000002,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182bfff
76,-122.1989967,37.73162841,13.23529355,12.0884728,0.36783901560000004,23.71661187,14.51688866,1.126991585,13.76653242,19,57,1.0,0.9638554217,1.0,1,0,3,5.436504485,1.57056326,0.1561999463,872830981ffffff,8828309811fffff,89283098117ffff,8a2830981167fff,8b2830981161fff
77,-122.19897390000001,37.73146385,17.72727233,13.56559499,0.5045460831,26.69443147,14.46945365,0.3266012837,2.510488749,18,164,0.8620689655,0.8682926829000001,0.8676470587999999,3,0,3,2.279689107,1.812550111,0.0508028757,872830981ffffff,8828309811fffff,89283098117ffff,8a2830981167fff,8b2830981161fff
78,-122.1989695,37.72810027,4.310344731,15.28799957,0.3027875733,4.893018662,18.13994679,0.22569880890000002,0.0,13,282,0.8620689655,1.12,1.0,2,0,3,0.5201675511,0.3342583555,0.09052715050000001,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818e7fff,8b28309818e1fff
79,-122.1989655,37.72635872,6.562500203,8.027622388,0.3500231018,22.11533167,11.20682015,0.3800209243,11.96597672,13,44,0.9069767442,1.025217391,0.9743589744,2,0,3,1.9992571769999998,1.634152887,0.18202645260000003,872830981ffffff,8828309819fffff,89283098183ffff,8a283098180ffff,8b283098180cfff
80,-122.1989646,37.73208221,11.33333312,8.198553797999999,0.5764314699,18.24345063,14.36431003,0.6966333891,17.66344929,13,16,1.166666667,0.9956331878,1.0,1,0,3,3.0834883619999998,4.52471044,0.245022348,872830981ffffff,8828309811fffff,89283098117ffff,8a283098116ffff,8b283098116efff
81,-122.1989548,37.7322458,9.999999776000001,17.73359645,0.3197090193,11.61151817,18.38025528,0.4484621204,16.34132576,10,12,1.0,0.9956331878,0.8993009868,1,0,3,4.233338668,4.391278289,0.2119766752,872830981ffffff,8828309811fffff,89283098117ffff,8a283098116ffff,8b283098116afff
82,-122.19893059999998,37.72542266,10.49059543,7.870375178,0.16793810350000002,18.76019514,9.770488021,0.16657241279999999,5.628021717,15,94,0.8387096773999999,0.8977272727,0.9743589744,2,0,3,2.025808851,0.7436421501999999,0.1122334225,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182cfff
83,-122.19889909999999,37.7262136,10.28571384,7.645500182999999,0.6785033384999999,22.95294833,10.79127221,0.42688463409999994,12.16661024,13,33,1.148351648,1.0142857140000001,1.045454545,2,0,3,2.055893558,1.05529825,0.1340313582,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182bfff
84,-122.19888629999998,37.725229600000006,7.894736666,10.01500034,0.7914878039,21.48342825,12.25001109,1.123725979,14.10606575,11,25,1.071428571,0.9956331878,1.0,2,0,3,5.675514399,2.805726583,0.3058648599,872830981ffffff,8828309819fffff,89283098183ffff,8a283098182ffff,8b283098182cfff
85,-122.1988695,37.73187919,14.08333362,11.19002244,0.6261275273,23.38311424,12.31568472,0.6624340246,12.96914291,18,60,1.083333333,0.9560656419,0.9871794872,1,0,3,3.457404387,1.31607903,0.13715891289999999,872830981ffffff,8828309811fffff,89283098117ffff,8a283098116ffff,8b283098116efff
86,-122.19886149999999,37.72819889,4.53488362,8.785721976,0.34674942020000005,8.063833655,9.408658385,0.28872211010000004,11.67788792,16,50,0.9534883720999999,0.9389312977,0.8936170213,2,0,3,1.114286112,1.010599198,0.08004609129,872830981ffffff,8828309819fffff,8928309818fffff,8a28309818e7fff,8b28309818e1fff
