,h3id_9,no_med,no2_med,bc_med,city,polygon,__index_level_0__
85,892830812b3ffff,7.904279492,13.107791005,0.3997271579,1,"POLYGON((37.81289034042098 -122.25773170271843, 37.81457205581173 -122.25665627051727, 37.81607848509076 -122.25791532745308, 37.815903175682976 -122.26024981606588, 37.814221459932455 -122.26132517917488, 37.81271505394917 -122.26006612276589))",85
86,892830812b7ffff,7.982758845,12.70420798,0.4668285534,1,"POLYGON((37.814221459932455 -122.26132517917488, 37.815903175682976 -122.26024981606588, 37.817409528311295 -122.26150891228495, 37.817234141893714 -122.26384337107729, 37.81555242578902 -122.26491866508529, 37.81404609645576 -122.26365956940457))",86
87,892830812bbffff,6.9371851745,13.50853469,0.3675770143,1,"POLYGON((37.814747288208906 -122.25432175210254, 37.8164289728144 -122.25324622205419, 37.817935425387766 -122.25450527950589, 37.81776017006103 -122.25683986649268, 37.81607848509076 -122.25791532745308, 37.81457205581173 -122.25665627051727))",87
88,89283081303ffff,5.200000045,11.5451913,0.3606188761,1,"POLYGON((37.82777716343244 -122.2726578730818, 37.82945878893371 -122.27158263107533, 37.83096475142243 -122.272841964548, 37.83078906512271 -122.27517653945483, 37.82910743928561 -122.27625171232002, 37.82760150008374 -122.27499237942227))",88
89,89283081307ffff,8.006521591,16.27345395,0.4238199314,1,"POLYGON((37.82910743928561 -122.27625171232002, 37.83078906512271 -122.27517653945483, 37.83229495092536 -122.27643591217755, 37.83211918760443 -122.27877045718155, 37.830437561437044 -122.27984556089662, 37.82893169892058 -122.27858618876043))",89
90,8928308130bffff,6.496153903,14.204146765,0.37232377805,1,"POLYGON((37.82963439821134 -122.26924802628423, 37.83131599292199 -122.26817268639537, 37.83282197869617 -122.26943202043208, 37.83264634647394 -122.27176669379624, 37.83096475142243 -122.272841964548, 37.82945878893371 -122.27158263107533))",90
91,8928308130fffff,5.322580857,14.742030215,0.44667315814999997,1,"POLYGON((37.83096475142243 -122.272841964548, 37.83264634647394 -122.27176669379624, 37.83415225556136 -122.27302606709455, 37.8339765463122 -122.27536071057166, 37.83229495092536 -122.27643591217755, 37.83078906512271 -122.27517653945483))",91
92,89283081313ffff,13.964285775,17.390973305,0.5981081998,1,"POLYGON((37.82458949160793 -122.27247379269492, 37.82627114754992 -122.2713985794323, 37.82777716343244 -122.2726578730818, 37.82760150008374 -122.27499237942227, 37.825919843805366 -122.27606752354828, 37.824413851211766 -122.27480823047306))",92
93,89283081317ffff,12.713779755000001,18.179095500000003,0.5525612901999999,1,"POLYGON((37.825919843805366 -122.27606752354828, 37.82760150008374 -122.27499237942227, 37.82910743928561 -122.27625171232002, 37.82893169892058 -122.27858618876043, 37.827250042311384 -122.27966126374089, 37.82574412639774 -122.27840193142909))",93
94,8928308131bffff,4.00000019,10.113303925,0.34648982525,1,"POLYGON((37.82644673388144 -122.26906404321025, 37.82812835904131 -122.26798873207134, 37.82963439821134 -122.26924802628423, 37.82945878893371 -122.27158263107533, 37.82777716343244 -122.2726578730818, 37.82627114754992 -122.2713985794323))",94
95,89283081333ffff,17.00000052,21.98742426,0.49388551189999996,1,"POLYGON((37.830437561437044 -122.27984556089662, 37.83211918760443 -122.27877045718155, 37.83362499671625 -122.28002986914458, 37.8334491563749 -122.28236438422722, 37.831767529882804 -122.28343941878339, 37.830261744056486 -122.28218000741842))",95
96,89283081357ffff,8.129032329,16.02210477,0.286775291,1,"POLYGON((37.82830389129607 -122.26565409741445, 37.82998548566028 -122.26457868839739, 37.83149154811646 -122.26583798316275, 37.83131599292199 -122.26817268639537, 37.82963439821134 -122.26924802628423, 37.82812835904131 -122.26798873207134))",96
97,89283081383ffff,6.021550556,12.195559515,0.3867696023,1,"POLYGON((37.81954440138946 -122.27569917925818, 37.82122611852331 -122.27462409260617, 37.82273216450114 -122.27588334586133, 37.82255647005245 -122.2782176851865, 37.82087475258669 -122.27929270270226, 37.81936872990124 -122.27803345003173))",97
98,89283081387ffff,3.584415755,11.1739035,0.28652351379999996,1,"POLYGON((37.82087475258669 -122.27929270270226, 37.82255647005245 -122.2782176851865, 37.82406243935576 -122.27947697767642, 37.82388666790132 -122.28181128708853, 37.82220495010924 -122.28288623545912, 37.82069900409763 -122.28162694356544))",98
99,8928308138bffff,3.4666668310000004,11.42400015,0.2613807102,1,"POLYGON((37.82140173596544 -122.27228972338641, 37.82308342233912 -122.27121453886606, 37.82458949160793 -122.27247379269492, 37.824413851211766 -122.27480823047306, 37.82273216450114 -122.27588334586133, 37.82122611852331 -122.27462409260617))",99
100,8928308138fffff,5.57142862,11.85848085,0.3355491026,1,"POLYGON((37.82273216450114 -122.27588334586133, 37.824413851211766 -122.27480823047306, 37.825919843805366 -122.27606752354828, 37.82574412639774 -122.27840193142909, 37.82406243935576 -122.27947697767642, 37.82255647005245 -122.2782176851865))",100
101,89283081393ffff,5.4191176070000004,13.77387476,0.3836024329,1,"POLYGON((37.81635655448687 -122.27551502373787, 37.8180383020349 -122.27443996582056, 37.81954440138946 -122.27569917925818, 37.81936872990124 -122.27803345003173, 37.81768698202074 -122.27910843881732, 37.81618090596063 -122.27784922596369))",101
102,89283081397ffff,3.1294118510000004,11.371579624999999,0.36066123810000006,1,"POLYGON((37.81768698202074 -122.27910843881732, 37.81936872990124 -122.27803345003173, 37.82087475258669 -122.27929270270226, 37.82069900409763 -122.28162694356544, 37.81901725589024 -122.28270186321053, 37.817511256498534 -122.28144261113557))",102
103,8928308139bffff,3.6129033969999997,10.75553162,0.3246519424,1,"POLYGON((37.81821389652147 -122.2721056651552, 37.81989561331785 -122.27103050937568, 37.82140173596544 -122.27228972338641, 37.82122611852331 -122.27462409260617, 37.81954440138946 -122.27569917925818, 37.8180383020349 -122.27443996582056))",103
104,892830813a3ffff,15.22988528,20.86515694,0.665650196,1,"POLYGON((37.82539256052533 -122.2830706188035, 37.827074247893115 -122.28199564170586, 37.82858008712205 -122.28325501324457, 37.828404215693936 -122.28558936127516, 37.82672252800595 -122.28666426921426, 37.82521671206597 -122.28540489828393))",104
105,892830813a7ffff,9.574887251,17.160273775,0.45861863535,1,"POLYGON((37.82672252800595 -122.28666426921426, 37.828404215693936 -122.28558936127516, 37.8299099782334 -122.28684877203105, 37.82973402979632 -122.28918309010871, 37.82805234179367 -122.29025792888045, 37.82654660254248 -122.28899851874453))",105
106,892830813abffff,12.542953,18.76600011,0.5093500483,1,"POLYGON((37.827250042311384 -122.27966126374089, 37.82893169892058 -122.27858618876043, 37.830437561437044 -122.27984556089662, 37.830261744056486 -122.28218000741842, 37.82858008712205 -122.28325501324457, 37.827074247893115 -122.28199564170586))",106
107,892830813afffff,11.64456515,16.497479554999998,0.43832177105000003,1,"POLYGON((37.82858008712205 -122.28325501324457, 37.830261744056486 -122.28218000741842, 37.831767529882804 -122.28343941878339, 37.83159163548752 -122.28577383536806, 37.8299099782334 -122.28684877203105, 37.828404215693936 -122.28558936127516))",107
108,892830813b3ffff,4.238596693,12.85949277,0.408413294,1,"POLYGON((37.82220495010924 -122.28288623545912, 37.82388666790132 -122.28181128708853, 37.82539256052533 -122.2830706188035, 37.82521671206597 -122.28540489828393, 37.823534993953125 -122.2864797775006, 37.82202912462011 -122.28522044639342))",108
109,892830813b7ffff,8.29629669,16.26126291,0.5546050901,1,"POLYGON((37.823534993953125 -122.2864797775006, 37.82521671206597 -122.28540489828393, 37.82672252800595 -122.28666426921426, 37.82654660254248 -122.28899851874453, 37.82486488411443 -122.29007332879846, 37.823359091464766 -122.28881395848751))",109
110,892830813bbffff,6.886956582000001,13.14299965,0.4445309455,1,"POLYGON((37.82406243935576 -122.27947697767642, 37.82574412639774 -122.27840193142909, 37.827250042311384 -122.27966126374089, 37.827074247893115 -122.28199564170586, 37.82539256052533 -122.2830706188035, 37.82388666790132 -122.28181128708853))",110
111,892830813c3ffff,14.286736170000001,18.658755714999998,0.6666528765999999,1,"POLYGON((37.82192832615459 -122.26528635911905, 37.82360998140711 -122.2642110076095, 37.82511615063661 -122.26547022273355, 37.82494064132306 -122.26780478881857, 37.82325898572303 -122.26888007120911, 37.82175283978379 -122.26762085663626))",111
112,892830813c7ffff,12.28486106,17.5947597,0.5205670340999999,1,"POLYGON((37.82325898572303 -122.26888007120911, 37.82494064132306 -122.26780478881857, 37.82644673388144 -122.26906404321025, 37.82627114754992 -122.2713985794323, 37.82458949160793 -122.27247379269492, 37.82308342233912 -122.27121453886606))",112
113,892830813cfffff,11.90000037,16.22091925,0.26392222239999996,1,"POLYGON((37.82511615063661 -122.26547022273355, 37.826797775449485 -122.26439484247099, 37.82830389129607 -122.26565409741445, 37.82812835904131 -122.26798873207134, 37.82644673388144 -122.26906404321025, 37.82494064132306 -122.26780478881857))",113
114,892830813d3ffff,7.38068203,15.48030481,0.3158533814,1,"POLYGON((37.818740417866564 -122.26510250656997, 37.82042210354968 -122.26402718381193, 37.82192832615459 -122.26528635911905, 37.82175283978379 -122.26762085663626, 37.820071153752586 -122.26869611027983, 37.818564954439985 -122.26743693552332))",114
115,892830813d7ffff,7.7782555460000005,16.08442437,0.49361900439999995,1,"POLYGON((37.820071153752586 -122.26869611027983, 37.82175283978379 -122.26762085663626, 37.82325898572303 -122.26888007120911, 37.82308342233912 -122.27121453886606, 37.82140173596544 -122.27228972338641, 37.81989561331785 -122.27103050937568))",115
116,892830813dbffff,11.100555575,16.067224404999997,0.5009517393,1,"POLYGON((37.82059751290661 -122.26169265645301, 37.82227916780602 -122.26061723583324, 37.823785413701884 -122.26187641168, 37.82360998140711 -122.2642110076095, 37.82192832615459 -122.26528635911905, 37.82042210354968 -122.26402718381193))",116
117,8928308142fffff,3.030807963,9.5178936225,0.40041309719999996,1,"POLYGON((37.792181802788996 -122.27763472683192, 37.793863793662354 -122.2765599678338, 37.79537024313479 -122.27781890203859, 37.7951946784233 -122.28015259465361, 37.79351268721867 -122.28122728454804, 37.79200626105653 -122.2799683509338))",117
118,89283081463ffff,8.147795669,13.08178276,0.42678878230000006,1,"POLYGON((37.79137689720658 -122.26704095998657, 37.79305885671187 -122.2659659649982, 37.794565482740914 -122.26722482131377, 37.79439012595412 -122.2695586720638, 37.79270816610142 -122.27063359797026, 37.79120156338264 -122.26937474221127))",118
119,89283081467ffff,7.185510787,13.726288825000001,0.40700814765,1,"POLYGON((37.79270816610142 -122.27063359797026, 37.79439012595412 -122.2695586720638, 37.79589667536172 -122.27081756761862, 37.79572124160672 -122.2731513885145, 37.79403928141214 -122.27422624533038, 37.79253275531414 -122.27296735034363))",119
120,8928308146bffff,22.30769181,22.01196981,0.6338823083,1,"POLYGON((37.79323413652965 -122.26363208441258, 37.794916065332586 -122.2625569916131, 37.79642271467051 -122.26381584847421, 37.79624741189632 -122.2661497975919, 37.794565482740914 -122.26722482131377, 37.79305885671187 -122.2659659649982))",120
121,8928308146fffff,23.39999948,23.66614662,0.9173872952,1,"POLYGON((37.794565482740914 -122.26722482131377, 37.79624741189632 -122.2661497975919, 37.7977539846121 -122.26740869370387, 37.79757860486401 -122.26974261298321, 37.79589667536172 -122.27081756761862, 37.79439012595412 -122.2695586720638))",121
122,89283081477ffff,4.9766948155,16.055908289999998,0.5564159179499999,1,"POLYGON((37.78951957318854 -122.27044963939035, 37.79120156338264 -122.26937474221127, 37.79270816610142 -122.27063359797026, 37.79253275531414 -122.27296735034363, 37.79085076477763 -122.2740421784366, 37.78934418537051 -122.27278332324502))",122
123,8928308152bffff,63.07302242,37.60003167,2.020571764,1,"POLYGON((37.80016480550339 -122.29919021195339, 37.80184679828073 -122.2981158677096, 37.803352787899854 -122.29937503701886, 37.80317676143513 -122.30170854991466, 37.801494768359966 -122.30278282500193, 37.799988802047054 -122.30152365635254))",123
124,8928308152fffff,73.91999682,40.50813344,2.570939064,1,"POLYGON((37.801494768359966 -122.30278282500193, 37.80317676143513 -122.30170854991466, 37.80468267439537 -122.30296775837405, 37.80450657097465 -122.30530124125187, 37.80282457760725 -122.30637544717376, 37.80131868795252 -122.30511623938585))",124
125,89283081547ffff,10.50450445,19.02596217,0.8153750341,1,"POLYGON((37.79617399531714 -122.28841242782987, 37.79785598716759 -122.28733787616926, 37.79936220673479 -122.28859692796996, 37.79918641114301 -122.29093053080868, 37.797504418978036 -122.29200501333916, 37.79599822271909 -122.29074596216368))",125
126,8928308154bffff,8.355932657,14.81700039,0.5921038437,1,"POLYGON((37.79670105126543 -122.28141156806676, 37.79838301212701 -122.28033684945868, 37.79988933164162 -122.2815958626732, 37.7997136669868 -122.28392959389566, 37.79803170580007 -122.28500424338662, 37.79652540959304 -122.28374523077484))",126
127,8928308154fffff,10.045491483500001,15.479634449999999,0.67539179225,1,"POLYGON((37.79803170580007 -122.28500424338662, 37.7997136669868 -122.28392959389566, 37.801219909860876 -122.28518864631067, 37.80104416824107 -122.28752234760493, 37.79936220673479 -122.28859692796996, 37.79785598716759 -122.28733787616926))",127
128,8928308155bffff,8.481012469,20.22999981,0.32637881420000003,1,"POLYGON((37.79351268721867 -122.28122728454804, 37.7951946784233 -122.28015259465361, 37.79670105126543 -122.28141156806676, 37.79652540959304 -122.28374523077484, 37.79484341806272 -122.28481985155676, 37.7933370685302 -122.28356087874573))",128
129,89283081563ffff,21.866455780000003,24.397246495,1.069564781,1,"POLYGON((37.80069255406561 -122.29218962178862, 37.802374515885894 -122.2911151105583, 37.80388060546465 -122.29237424134516, 37.80370470991731 -122.29470788272756, 37.802022747788605 -122.29578232481433, 37.800516681515376 -122.29452319466486))",129
130,89283081567ffff,8.603659003999999,16.73140867,0.6124407042,1,"POLYGON((37.802022747788605 -122.29578232481433, 37.80370470991731 -122.29470788272756, 37.805210722841274 -122.29596705268578, 37.805034750331394 -122.29830066408445, 37.803352787899854 -122.29937503701886, 37.80184679828073 -122.2981158677096))",130
131,8928308156bffff,14.47562971,20.06509914,0.7605596415000001,1,"POLYGON((37.802550334469885 -122.28878143921072, 37.80423226562299 -122.2877068301398, 37.80573837850586 -122.28896596155316, 37.80556253693121 -122.29129970141356, 37.80388060546465 -122.29237424134516, 37.802374515885894 -122.2911151105583))",131
132,8928308156fffff,9.084754864,14.119136885,0.4788173037,1,"POLYGON((37.80388060546465 -122.29237424134516, 37.80556253693121 -122.29129970141356, 37.807068573158595 -122.29255887200986, 37.806892654615694 -122.29489258190235, 37.805210722841274 -122.29596705268578, 37.80370470991731 -122.29470788272756))",132
133,89283081577ffff,54.43749903,37.37284915,1.6717167659999999,1,"POLYGON((37.79883468904143 -122.29559760805641, 37.800516681515376 -122.29452319466486, 37.802022747788605 -122.29578232481433, 37.80184679828073 -122.2981158677096, 37.80016480550339 -122.29919021195339, 37.79865876253702 -122.29793108245231))",133
134,8928308157bffff,34.99999922,28.83750021,1.136461276,1,"POLYGON((37.79936220673479 -122.28859692796996, 37.80104416824107 -122.28752234760493, 37.802550334469885 -122.28878143921072, 37.802374515885894 -122.2911151105583, 37.80069255406561 -122.29218962178862, 37.79918641114301 -122.29093053080868))",134
135,89283081ed3ffff,9.260869585,11.1994848,0.4987511671,1,"POLYGON((37.82805234179367 -122.29025792888045, 37.82973402979632 -122.28918309010871, 37.831239715641544 -122.29044254007212, 37.83106369019628 -122.29277682817833, 37.82938200188457 -122.29385159777387, 37.8278763393269 -122.29259214844203))",135
136,89283081edbffff,7.5229686104999995,8.482338542499999,0.1353805964,1,"POLYGON((37.8299099782334 -122.28684877203105, 37.83159163548752 -122.28577383536806, 37.83309734461894 -122.28703328595208, 37.83292137320977 -122.28936767258105, 37.831239715641544 -122.29044254007212, 37.82973402979632 -122.28918309010871))",136
137,89283098027ffff,2.4342105469999997,5.609563975,0.2699940226,2,"POLYGON((37.7306629062778 -122.17918967306716, 37.73234512839429 -122.17811328228909, 37.73385407020079 -122.17937083630243, 37.73368076654567 -122.18170478082268, 37.731998543942964 -122.18278110277218, 37.730489625481304 -122.18152354903262))",0
138,8928309802fffff,8.253787777,9.904488142000002,0.4586024798,2,"POLYGON((37.73251835510618 -122.17577930840207, 37.73420054647643 -122.17470281996955, 37.73570951162633 -122.17596037424573, 37.73553626206226 -122.17829441669423, 37.73385407020079 -122.17937083630243, 37.73234512839429 -122.17811328228909))",1
139,89283098037ffff,4.434444481,9.2268770025,0.38944748185,2,"POLYGON((37.72747165900226 -122.17900852072991, 37.7291539113647 -122.17793215878052, 37.7306629062778 -122.17918967306716, 37.730489625481304 -122.18152354903262, 37.72880737263209 -122.18259984215801, 37.727298401065866 -122.18134232814457))",2
140,892830980a7ffff,87.95652166,41.959230235,2.3023114345,2,"POLYGON((37.722424780000985 -122.18223735363931, 37.72410709331601 -122.1811611181576, 37.725616117979214 -122.18241859244739, 37.72544280597672 -122.18475230193803, 37.72376049217936 -122.18582846859609, 37.722251490866554 -122.18457099458979))",3
141,89283098103ffff,2.857142734,5.817000031,0.2940885294,2,"POLYGON((37.73281359320444 -122.19337386669893, 37.73449584748055 -122.19229778009858, 37.736004536558866 -122.19355545213902, 37.73583094801646 -122.19588921046319, 37.73414869327586 -122.1969652282042, 37.73264002754185 -122.19570755648309))",4
142,89283098107ffff,12.13351281,11.821608995,0.4716199197,2,"POLYGON((37.73414869327586 -122.1969652282042, 37.73583094801646 -122.19588921046319, 37.73733956062397 -122.19714692191795, 37.737165895146966 -122.19948065078546, 37.73548363994746 -122.20055659965827, 37.73397505068358 -122.19929888853444))",5
143,8928309810bffff,55.09375187,32.24672841,1.193045058,2,"POLYGON((37.73466935908758 -122.1899639923363, 37.736351582645995 -122.18888780807048, 37.73786029506717 -122.19014548041935, 37.737686760586755 -122.19247933672828, 37.736004536558866 -122.19355545213902, 37.73449584748055 -122.19229778009858))",6
144,8928309810fffff,37.062500285,19.434889405,0.95557440095,2,"POLYGON((37.736004536558866 -122.19355545213902, 37.737686760586755 -122.19247933672828, 37.73919539653649 -122.19373704850297, 37.73902178511581 -122.19607087537113, 37.73733956062397 -122.19714692191795, 37.73583094801646 -122.19588921046319))",7
145,89283098113ffff,3.563492163,6.9647578185,0.2423552067,2,"POLYGON((37.72962256648989 -122.19319229218179, 37.73130485100513 -122.19211623439024, 37.73281359320444 -122.19337386669893, 37.73264002754185 -122.19570755648309, 37.73095774256154 -122.19678354541985, 37.729449023708604 -122.19552591342988))",8
146,89283098117ffff,9.709434074,11.525355314999999,0.5061649018000001,2,"POLYGON((37.73095774256154 -122.19678354541985, 37.73264002754185 -122.19570755648309, 37.73414869327586 -122.1969652282042, 37.73397505068358 -122.19929888853444, 37.7322927652438 -122.20037480860758, 37.7307841228555 -122.19911713721673))",9
147,8928309811bffff,6.835555753,12.89348281,0.45325580055000003,2,"POLYGON((37.73147833973727 -122.18978251517073, 37.73316059354333 -122.18870635971983, 37.73466935908758 -122.1899639923363, 37.73449584748055 -122.19229778009858, 37.73281359320444 -122.19337386669893, 37.73130485100513 -122.19211623439024))",10
148,8928309812bffff,68.285396565,35.842156205,1.6113286035,2,"POLYGON((37.74053034458928 -122.19732862656197, 37.742212538823274 -122.1962525512079, 37.743721045155134 -122.19751034213736, 37.74354733391321 -122.19984420809142, 37.74186513922142 -122.2009202145682, 37.74035665622905 -122.19966242397082))",11
149,8928309813bffff,9.271698262000001,13.62073963,0.4520560878,2,"POLYGON((37.73733956062397 -122.19714692191795, 37.73902178511581 -122.19607087537113, 37.74053034458928 -122.19732862656197, 37.74035665622905 -122.19966242397082, 37.73867443127887 -122.20073840164481, 37.737165895146966 -122.19948065078546))",12
150,89283098143ffff,5.9400001165,9.520347238,0.38484012344999996,2,"POLYGON((37.73518963189523 -122.18296237429088, 37.736871824242364 -122.18188602351579, 37.73838063647223 -122.18314365671506, 37.73820723301259 -122.18547764040615, 37.73652504018538 -122.18655392233924, 37.735016251297594 -122.18529628942588))",13
151,89283098147ffff,4.00000019,7.178066362,0.35128385310000004,2,"POLYGON((37.73652504018538 -122.18655392233924, 37.73820723301259 -122.18547764040615, 37.739715968775215 -122.18673531305245, 37.73954248836888 -122.18906926733706, 37.73786029506717 -122.19014548041935, 37.736351582645995 -122.18888780807048))",14
152,8928309814bffff,8.300883231,10.648750445000001,0.48021826985,2,"POLYGON((37.73704515075457 -122.17955201043674, 37.73872731235198 -122.17847556199685, 37.74023614792254 -122.17973319547109, 37.74006279855472 -122.18206727711288, 37.73838063647223 -122.18314365671506, 37.736871824242364 -122.18188602351579))",15
153,8928309814fffff,2.500000119,6.2280912545,0.36943672674999994,2,"POLYGON((37.73838063647223 -122.18314365671506, 37.74006279855472 -122.18206727711288, 37.74157155765738 -122.1833249500457, 37.74139813133722 -122.18565900229683, 37.739715968775215 -122.18673531305245, 37.73820723301259 -122.18547764040615))",16
154,89283098153ffff,4.755639028000001,8.3267498015,0.44195581414999996,2,"POLYGON((37.731998543942964 -122.18278110277218, 37.73368076654567 -122.18170478082268, 37.73518963189523 -122.18296237429088, 37.735016251297594 -122.18529628942588, 37.73333402821426 -122.186372542538, 37.73182518620887 -122.18511494935512))",17
155,89283098157ffff,4.00000019,9.015281931,0.35772609710000003,2,"POLYGON((37.73333402821426 -122.186372542538, 37.735016251297594 -122.18529628942588, 37.73652504018538 -122.18655392233924, 37.736351582645995 -122.18888780807048, 37.73466935908758 -122.1899639923363, 37.73316059354333 -122.18870635971983))",18
156,8928309815bffff,3.4666668310000004,7.309297765,0.3077110178,2,"POLYGON((37.73385407020079 -122.17937083630243, 37.73553626206226 -122.17829441669423, 37.73704515075457 -122.17955201043674, 37.736871824242364 -122.18188602351579, 37.73518963189523 -122.18296237429088, 37.73368076654567 -122.18170478082268))",19
157,89283098163ffff,9.1463835535,11.71574998,0.42140633810000006,2,"POLYGON((37.7410511476594 -122.19032697942077, 37.74273331069536 -122.18925073752055, 37.7442419168477 -122.19050848934157, 37.74406833662507 -122.19284248275584, 37.74238617312074 -122.1939186557918, 37.74087759030713 -122.19266090428039))",20
158,89283098167ffff,15.45374914,17.101379555,0.63383924505,2,"POLYGON((37.74238617312074 -122.1939186557918, 37.74406833662507 -122.19284248275584, 37.745576866294996 -122.19410027400644, 37.745403209122244 -122.1964342379745, 37.743721045155134 -122.19751034213736, 37.742212538823274 -122.1962525512079))",21
159,8928309816bffff,7.000000216,11.44431423,0.4637487666,2,"POLYGON((37.74290681396713 -122.18691671467857, 37.744588946254865 -122.18584037509898, 37.74609757574451 -122.18709812721866, 37.74592404960882 -122.18943221862195, 37.7442419168477 -122.19050848934157, 37.74273331069536 -122.18925073752055))",22
160,8928309816fffff,9.1982154735,11.77402055,0.55990095315,2,"POLYGON((37.7442419168477 -122.19050848934157, 37.74592404960882 -122.18943221862195, 37.7474326026154 -122.19069001018276, 37.74725899952392 -122.19302407215567, 37.745576866294996 -122.19410027400644, 37.74406833662507 -122.19284248275584))",23
161,89283098173ffff,7.363636512,11.4118271,0.5118127029,2,"POLYGON((37.73786029506717 -122.19014548041935, 37.73954248836888 -122.18906926733706, 37.7410511476594 -122.19032697942077, 37.74087759030713 -122.19266090428039, 37.73919539653649 -122.19373704850297, 37.737686760586755 -122.19247933672828))",24
162,89283098177ffff,31.33219192,23.62350082,1.106134763,2,"POLYGON((37.73919539653649 -122.19373704850297, 37.74087759030713 -122.19266090428039, 37.74238617312074 -122.1939186557918, 37.742212538823274 -122.1962525512079, 37.74053034458928 -122.19732862656197, 37.73902178511581 -122.19607087537113))",25
163,8928309817bffff,4.5394735825,8.6582481595,0.465647347,2,"POLYGON((37.739715968775215 -122.18673531305245, 37.74139813133722 -122.18565900229683, 37.74290681396713 -122.18691671467857, 37.74273331069536 -122.18925073752055, 37.7410511476594 -122.19032697942077, 37.73954248836888 -122.18906926733706))",26
164,89283098183ffff,8.064777643500001,7.910187732,0.3989291952,2,"POLYGON((37.72457559110084 -122.19642021263526, 37.72625793653333 -122.19534428130261, 37.72776670849766 -122.19660187356385, 37.72759311167935 -122.19893539683139, 37.72591076578625 -122.20001125930963, 37.72440201717176 -122.19875366737743))",27
165,89283098187ffff,8.773923322,8.571375045,0.4602744586,2,"POLYGON((37.72591076578625 -122.20001125930963, 37.72759311167935 -122.19893539683139, 37.72910180718452 -122.20019302849168, 37.728928133447084 -122.20252652229219, 37.72724578709894 -122.20360231590712, 37.72573711494297 -122.20234468458749))",28
166,8928309818bffff,11.94305321,11.69608853,0.5475919858,2,"POLYGON((37.726431456431804 -122.19301072858653, 37.72811377117712 -122.19193469960237, 37.72962256648989 -122.19319229218179, 37.729449023708604 -122.19552591342988, 37.72776670849766 -122.19660187356385, 37.72625793653333 -122.19534428130261))",29
167,8928309818fffff,7.0555558325,10.401625275,0.37434878225,2,"POLYGON((37.72776670849766 -122.19660187356385, 37.729449023708604 -122.19552591342988, 37.73095774256154 -122.19678354541985, 37.7307841228555 -122.19911713721673, 37.72910180718452 -122.20019302849168, 37.72759311167935 -122.19893539683139))",30
168,89283098193ffff,7.018125448999999,8.43618745,0.3896477183,2,"POLYGON((37.7213843903877 -122.19623856263308, 37.723066766032694 -122.19516266010018, 37.72457559110084 -122.19642021263526, 37.72440201717176 -122.19875366737743, 37.72271964106561 -122.19982950106044, 37.721210839349396 -122.19857194885381))",31
169,89283098197ffff,4.7947455439999995,6.61664879,0.1853747332,2,"POLYGON((37.72271964106561 -122.19982950106044, 37.72440201717176 -122.19875366737743, 37.72591076578625 -122.20001125930963, 37.72573711494297 -122.20234468458749, 37.72405473838121 -122.20342044941178, 37.72254601311801 -122.20216285781959))",32
170,8928309819bffff,10.20000009,12.6082499,0.4871236086,2,"POLYGON((37.72324026304682 -122.19282917591225, 37.724922608013145 -122.19175317573394, 37.726431456431804 -122.19301072858653, 37.72625793653333 -122.19534428130261, 37.72457559110084 -122.19642021263526, 37.723066766032694 -122.19516266010018))",33
171,892830981bbffff,10.06451622,12.830713900000001,0.590440764,2,"POLYGON((37.72910180718452 -122.20019302849168, 37.7307841228555 -122.19911713721673, 37.7322927652438 -122.20037480860758, 37.732119068613706 -122.20270837093474, 37.73043675248827 -122.2037841933418, 37.728928133447084 -122.20252652229219))",34
172,892830981c3ffff,13.166666485,14.469249965,0.7640972145,2,"POLYGON((37.72695175419462 -122.1860098156674, 37.72863403776304 -122.18493362019284, 37.73014293287846 -122.18619117364769, 37.72996952107748 -122.18852492228412, 37.728287237032866 -122.18960104892156, 37.72677836526512 -122.18834349576237))",35
173,892830981c7ffff,11.74193585,10.37682956,0.4602916433,2,"POLYGON((37.728287237032866 -122.18960104892156, 37.72996952107748 -122.18852492228412, 37.73147833973727 -122.18978251517073, 37.73130485100513 -122.19211623439024, 37.72962256648989 -122.19319229218179, 37.72811377117712 -122.19193469960237))",36
174,892830981cbffff,4.00000019,9.357422511000001,0.3512630182,2,"POLYGON((37.72880737263209 -122.18259984215801, 37.730489625481304 -122.18152354903262, 37.731998543942964 -122.18278110277218, 37.73182518620887 -122.18511494935512, 37.73014293287846 -122.18619117364769, 37.72863403776304 -122.18493362019284))",37
175,892830981cfffff,21.58186869,18.431332585,0.7114322297,2,"POLYGON((37.73014293287846 -122.18619117364769, 37.73182518620887 -122.18511494935512, 37.73333402821426 -122.186372542538, 37.73316059354333 -122.18870635971983, 37.73147833973727 -122.18978251517073, 37.72996952107748 -122.18852492228412))",38
176,892830981d3ffff,3.555555724,9.174841337,0.3267043428,2,"POLYGON((37.72376049217936 -122.18582846859609, 37.72544280597672 -122.18475230193803, 37.72695175419462 -122.1860098156674, 37.72677836526512 -122.18834349576237, 37.725096050990985 -122.18941959358791, 37.723587126122844 -122.18816208015363))",39
177,892830981d7ffff,10.20000009,11.19449973,0.4701535202,2,"POLYGON((37.725096050990985 -122.18941959358791, 37.72677836526512 -122.18834349576237, 37.728287237032866 -122.18960104892156, 37.72811377117712 -122.19193469960237, 37.726431456431804 -122.19301072858653, 37.724922608013145 -122.19175317573394))",40
