h3id_9,max_counta,avg_congested_prop,max_length,max_avg_speed,min_avg_speed,avg_speed,max_median_level,min_median_level,median_level,bool_highway,usual_road_type
892830983abffff,1,343.6666666666667,461,1.8444444444444446,1.5361111111111112,1.7261574074074073,3,3,3,0,1
8928308100bffff,10,45.58158123370982,1453,4.961111111111111,0.0,2.3206302088361164,5,2,3,0,6
8928308104fffff,7,42.82714794102695,1316,4.522222222222222,0.0,1.4875179112768084,5,2,4,0,6
8928309818bffff,1,705.4324324324324,1273,7.725,1.163888888888889,4.557582582582582,4,2,3,0,1
8928308109bffff,10,206.47748226950353,9127,19.708333333333332,0.0,7.3391364865160655,5,1,3,1,6
892830981cbffff,1,357.0,367,2.308333333333333,2.2222222222222223,2.261574074074074,2,2,2,0,1
89283098327ffff,1,481.2857142857143,1305,4.636111111111111,1.475,3.0138888888888893,4,2,3,0,2
89283099dc7ffff,2,223.37297297297297,605,4.102777777777778,1.1888888888888889,2.1646771771771776,4,2,4,0,7
8928308103bffff,1,258.6666666666667,316,2.511111111111111,0.5583333333333333,1.7189814814814814,4,3,4,0,1
892830983cfffff,1,311.7692307692308,479,2.977777777777778,0.5611111111111111,1.8833333333333333,4,2,3,0,1
8928308138bffff,2,195.84615384615384,794,4.488888888888889,1.7444444444444445,2.648397435897436,3,1,3,0,1
89283081117ffff,2,774.9015748031496,1585,13.183333333333334,0.5805555555555556,3.503007436570428,4,2,4,0,4
8928308130fffff,1,460.32142857142856,769,4.116666666666666,1.113888888888889,2.6248015873015875,4,1,3,0,7
89283099d7bffff,2,163.79268292682926,592,3.411111111111111,1.7527777777777778,2.296443089430894,4,1,4,0,4
89283099dcbffff,1,352.70588235294116,499,2.1972222222222224,1.0305555555555554,1.6970588235294115,4,3,3,0,2
89283081197ffff,1,608.2173913043479,1140,6.413888888888889,1.3305555555555555,3.653140096618358,4,2,3,1,4
89283081023ffff,1,464.92857142857144,971,5.733333333333333,1.3027777777777778,2.9452380952380954,4,2,3,0,7
89283098153ffff,1,287.2,756,4.891666666666667,1.136111111111111,1.9016666666666666,4,3,4,0,1
892830983bbffff,1,414.0,460,2.7916666666666665,1.9805555555555556,2.5148148148148146,3,1,1,0,1
8928309834fffff,1,442.8,787,4.7,2.1527777777777777,2.981666666666667,4,3,4,0,7
892830981dbffff,1,9525.0,9525,10.416666666666666,10.416666666666666,10.416666666666666,2,2,2,1,3
89283081003ffff,3,142.118605408928,947,5.025,0.0,2.3649270482603817,5,1,2,0,2
89283081063ffff,2,194.74528301886792,1158,5.5055555555555555,0.0,1.4754367575122298,5,2,4,0,7
8928309810bffff,1,7800.272727272727,9723,18.094444444444445,9.030555555555555,11.268181818181818,3,1,3,1,3
89283098237ffff,1,484.67857142857144,1143,4.925,1.038888888888889,2.8995039682539683,4,2,3,0,7
89283098147ffff,1,752.0,1076,4.966666666666667,2.2916666666666665,3.36875,4,2,3,0,2
89283081047ffff,7,65.66176898457958,1569,5.511111111111111,0.0,2.3531090044073752,5,2,3,0,6
89283098383ffff,1,246.7,335,1.9944444444444445,1.0555555555555556,1.6174999999999997,4,3,3,0,1
89283098e13ffff,1,520.5698924731183,1993,7.402777777777778,0.875,2.922834528076463,4,2,3,0,7
892830813c7ffff,3,190.65641025641025,1308,10.16388888888889,0.6388888888888888,3.345148148148149,4,2,4,1,4
89283099897ffff,1,4025.04,13416,10.13888888888889,1.3444444444444446,5.440111111111111,4,3,3,1,2
8928308156fffff,9,30.061579651941102,1084,5.625,0.0,0.9484688755020082,5,2,5,0,7
