Lon,Lat,NO_Med,NO2_Med,BC_Med,NO_Mean,NO2_Mean,BC_Mean,Speed_Med,Unique_Days,Unique_1Hz,AdjFac_NO,AdjFac_NO2,AdjFac_BC,Road_Type,Index_Hwy,Index_Domain,NO_SE,NO2_SE,BC_SE
-122.3035758,37.81228988,30.57627102,22.36719359,1.520184278,45.99754542,25.13920939,1.714994816,28.88090897,45,55,0.7027027027,0.9452054795,0.828125,1,1,1,4.567317343,1.791340461,0.2343746549
-122.3035448,37.80470315,112.1161862,44.81597937,2.712692022,134.3718637,51.77480143,4.08242918,23.43808746,26,63,1,1.142857143,1,1,1,1,12.44405111,4.361461,0.7695253075
-122.3035375,37.80765204,39.0000008,28.69726738,1.368301869,54.2351951,32.44719956,1.850663821,6.890982866,56,317,1,1.049295775,1.055555556,2,0,1,2.421117082,1.091513125,0.1041605483
-122.3035216,37.81105089,36.61538575,33.60511507,1.644714494,47.64584528,34.37346637,1.701501511,21.94362545,56,110,1.098901099,1.205882353,1.112903226,2,0,1,3.650373083,2.274906588,0.2292162501
-122.3035095,37.80584989,32.06908817,36.869844,1.610154986,51.40332998,38.33548409,2.3544036,22.44006538,38,97,1.083333333,1.205882353,1.08045977,1,0,1,4.073873141,3.344115365,0.1606623292
-122.3035018,37.80804147,11.52631572,20.80070951,0.6760420036,13.40051781,22.8312883,0.8421562446,5.674321651,26,129,0.9333333333,1.038461538,0.9897959184,3,0,1,1.243112501,1.321747813,0.09605397571
-122.3034723,37.81137802,39.6226421,33.79518695,1.558382421,49.31804803,35.60412842,1.674720341,22.05165958,43,92,1,1.118226601,1,2,0,1,2.879734006,1.834723316,0.1742751861
-122.3034587,37.80483516,46.04819157,28.81125033,1.920151894,76.96597027,32.70303887,2.089354141,27.46618652,45,54,0.7352941176,1,0.8481012658,1,1,1,5.4211925,2.993602838,0.2206247381
-122.3034523,37.8118369,37.36734782,24.89709656,1.249079867,70.40404477,28.29140125,1.520502674,29.94580841,46,55,1.212301587,1,1.102843365,1,1,1,7.853219876,2.903038513,0.2230250203
-122.3034419,37.80830214,10.99999994,20.32264574,0.9336034078,12.13302565,22.29289906,1.095021517,7.364271402,26,114,0.9333333333,1.038461538,0.9897959184,3,0,1,1.393213083,1.346908574,0.09425802551
-122.3034171,37.80531962,52.00000107,29.6243069,1.086919098,84.73264409,31.80090225,2.07320977,29.06096458,47,58,1.285714286,1,1.032258065,1,1,1,9.812726867,2.540475212,0.3118004643
-122.3033853,37.8125139,36.1807227,22.73307415,1.641819253,51.8348886,26.18715062,1.765978288,29.0043745,44,54,0.7446808511,1,0.8294471154,1,1,1,4.021609479,2.502801311,0.2400990434
-122.3033808,37.8074561,38.41544073,31.62000084,1.129651186,107.3876511,34.94203496,1.941295,11.99169922,36,73,1.037037037,1.113207547,1.047619048,2,0,1,6.28697246,3.150931018,0.1054895076
