h3id_9,BC,BC_diff,NO,NO_diff,NO$_2$,NO$_2$_diff
89283099dc3ffff,0.3472306,0.006741062281658938,3.681486,0.5735124423421629,8.975083,-0.33969245086474587
892830813b3ffff,0.39804608,-0.010367217702239973,5.1655173,0.9269206371696779,12.676708,-0.18278454856445236
892830810dbffff,0.37789494,0.010609734492095957,8.762332,0.6519424035854495,14.274856,0.19478166370849692
89283098397ffff,0.38341966,-0.011158677385995464,5.8234124,1.8234122283654788,7.42172,0.4391242899235843
892830812b3ffff,0.39334998,-0.006377182552481098,6.70622,-1.1980593420061032,11.723244,-1.384547291621093
89283081307ffff,0.39632922,-0.027490707290350358,7.6359053,-0.3706163251918948,13.9875345,-2.2859194269897465
892830983c7ffff,0.27937722,0.03686542546115723,5.4016943,3.4926032977905273,9.238462,3.079462528120117
89283081563ffff,1.054672,-0.014892778207641566,26.57605,4.709594024687497,24.270153,-0.1270934493457041
89283099d4bffff,0.75683755,0.013971532025408906,35.471405,1.3585004492968764,24.432404,0.055857964453124964
89283098ec3ffff,0.4663154,-0.0054343592204956215,3.8686006,-2.6913997050816656,9.494782,-0.859096052185059
892830810cfffff,0.41388175,0.01049345146471864,7.9468718,1.9841617310073243,15.196839,0.8949911975805662
892830810d3ffff,0.46270064,0.005637294094778422,8.382561,-0.9410638540195322,15.697514,-0.2457398846777359
89283081233ffff,0.77408814,-0.039257472997631826,18.023167,-3.8472040480058602,19.71835,-0.053169398212890684
8928308154bffff,0.5678678,-0.024236028205462667,7.1770477,-1.1788849275078128,14.518129,-0.29887104124511765
89283099cafffff,0.30927235,0.005765722380767835,4.94876,2.7800853146538085,8.341453,-0.6686251504282232
8928308157bffff,1.1222448,-0.014216441100097565,27.750679,-7.249320203886718,25.906223,-2.931276912880861
8928309802fffff,0.43394163,-0.02466084729076845,6.162698,-2.091089984946777,10.237448,0.3329595966474592
89283099dd3ffff,0.38849163,0.020434716554199206,7.7040315,4.600583164437744,11.037947,1.222739779049805
89283081017ffff,0.44483542,-0.00175835542678221,8.0392275,-0.10362988634326165,15.511497,0.6804233088842775
89283098173ffff,0.4677757,-0.04403700042349856,4.727685,-2.63595153732959,10.259831,-1.151995671472168
8928308108fffff,0.43505478,-0.007155321047265628,6.704742,-0.15240060719653403,14.769676,-0.0778431315039061
8928309822bffff,0.39376011,-0.0016450113917816367,14.147263,10.020556889742187,13.143837,6.035704114597656
892830812b7ffff,0.47951552,0.012686969318429553,8.577512,0.5947529424145506,13.993587,1.2893785602221683
89283081313ffff,0.59877825,0.0006700480332519909,12.928178,-1.0361079414428715,17.630095,0.23912122319824292
89283099c2fffff,0.48180312,0.008693099882586652,16.827414,11.13296924195996,15.297681,1.7587608647973632
89283099c8fffff,0.6560227,0.0009808766894714438,19.321848,-2.428151454350587,14.641583,-1.1717184373120109
8928308156bffff,0.74306387,-0.017495774407867537,18.143518,3.667888737875977,21.365583,1.3004842797998037
