,h3id_9,no_med,y - y_estimated
172,892830812afffff,-1.9517428645039505,-1.9517428645039505
173,89283099d47ffff,-7.9982547795039505,-7.9982547795039505
174,89283099d57ffff,-8.80352892035395,-8.80352892035395
175,892830812abffff,-0.20174315950395005,-0.20174315950395005
176,892830813cfffff,1.9482571254960508,1.9482571254960508
177,89283098edbffff,-5.38031445550395,-5.38031445550395
178,89283099d43ffff,-8.59872121850395,-8.59872121850395
179,89283081193ffff,1.210756750496051,1.210756750496051
180,892830811c3ffff,-4.62555980450395,-4.62555980450395
181,89283081463ffff,-1.8039475755039494,-1.8039475755039494
182,8928308154fffff,0.09374823899605111,0.09374823899605111
183,892830981d3ffff,-6.3961875205039505,-6.3961875205039505
184,89283099d97ffff,-8.33770808050395,-8.33770808050395
185,8928308100fffff,-1.237162501503951,-1.237162501503951
186,8928308142fffff,-6.92093528150395,-6.92093528150395
187,89283098313ffff,-1.0072990935039492,-1.0072990935039492
188,8928308108fffff,-3.094600682503949,-3.094600682503949
189,89283081313ffff,4.0125425304960505,4.0125425304960505
190,8928308146bffff,12.355948565496051,12.355948565496051
191,8928309802fffff,-1.6979554675039505,-1.6979554675039505
192,89283098337ffff,-6.52317178650395,-6.52317178650395
193,89283099cafffff,-7.78306852650395,-7.78306852650395
194,89283099d9bffff,-5.95174305450395,-5.95174305450395
195,89283099dd3ffff,-6.84829494150395,-6.84829494150395
196,89283081083ffff,15.12748891549605,15.12748891549605
197,8928308156fffff,-0.8669883805039493,-0.8669883805039493
198,892830981cbffff,-5.95174305450395,-5.95174305450395
199,89283098383ffff,-5.337106110003949,-5.337106110003949
200,89283099d73ffff,-3.9517431925039492,-3.9517431925039492
201,89283099dc7ffff,-7.49159378350395,-7.49159378350395
202,89283081023ffff,-5.24265220250395,-5.24265220250395
203,89283081307ffff,-1.9452216535039497,-1.9452216535039497
204,89283098153ffff,-5.196104216503949,-5.196104216503949
205,892830981dbffff,71.94857686549605,71.94857686549605
206,8928309830fffff,-7.22447049350395,-7.22447049350395
207,8928309834fffff,-7.0426521975039496,-7.0426521975039496
208,892830983c7ffff,-8.04265224450395,-8.04265224450395
209,8928309856bffff,-4.61840965750395,-4.61840965750395
210,89283098ec3ffff,-3.3917429325039494,-3.3917429325039494
211,89283099d4bffff,24.161161335496047,24.161161335496047
212,89283099d7bffff,3.113291895496049,3.113291895496049
213,89283081157ffff,0.9519866154960503,0.9519866154960503
214,89283081467ffff,-2.76623245750395,-2.76623245750395
215,8928309816bffff,-2.95174302850395,-2.95174302850395
216,8928309819bffff,0.24825684549604965,0.24825684549604965
217,89283098317ffff,-5.527908149503951,-5.527908149503951
218,89283099d13ffff,-7.50021148150395,-7.50021148150395
219,89283099d87ffff,-8.01575749350395,-8.01575749350395
220,89283081067ffff,-3.9517431925039492,-3.9517431925039492
221,892830810c3ffff,-2.5909834320039504,-2.5909834320039504
222,8928308110fffff,1.9623918304960508,1.9623918304960508
223,8928308116bffff,9.294845425496051,9.294845425496051
224,89283081187ffff,30.98007421049605,30.98007421049605
225,89283081333ffff,7.04825727549605,7.04825727549605
226,89283081017ffff,-1.80888587250395,-1.80888587250395
227,89283081043ffff,2.57884578549605,2.57884578549605
228,892830810d3ffff,-0.628118660503949,-0.628118660503949
229,892830812b7ffff,-1.9689843995039498,-1.9689843995039498
230,8928308154bffff,-1.5958105875039497,-1.5958105875039497
231,8928309822bffff,-5.825037561003949,-5.825037561003949
232,89283098303ffff,-7.25477347250395,-7.25477347250395
233,89283098377ffff,-8.33635855250395,-8.33635855250395
234,89283098ed7ffff,6.1434951854960484,6.1434951854960484
235,89283099c8fffff,11.798256125496051,11.798256125496051
236,8928308102bffff,-2.95174302850395,-2.95174302850395
237,89283081153ffff,-2.55664525650395,-2.55664525650395
238,892830811c7ffff,-4.9517433565039495,-4.9517433565039495
239,8928308139bffff,-6.33883984750395,-6.33883984750395
240,89283098113ffff,-6.388251081503951,-6.388251081503951
241,89283098187ffff,-1.17781992250395,-1.17781992250395
242,892830981cfffff,11.63012544549605,11.63012544549605
243,892830983b7ffff,-0.45174354950395035,-0.45174354950395035
244,892830983c3ffff,-7.95174314950395,-7.95174314950395
245,8928308107bffff,-0.95174363150395,-0.95174363150395
246,89283098103ffff,-7.09460051050395,-7.09460051050395
247,89283098183ffff,-1.8869656010039488,-1.8869656010039488
248,89283098333ffff,-7.22369373650395,-7.22369373650395
249,89283098e9bffff,0.74666981549605,0.74666981549605
250,89283099d53ffff,-8.85650509750395,-8.85650509750395
251,89283099d83ffff,-8.82211356150395,-8.82211356150395
252,8928308100bffff,1.30902359049605,1.30902359049605
253,8928308103bffff,-3.51525250500395,-3.51525250500395
254,8928308104fffff,-0.8101905445039517,-0.8101905445039517
255,8928308138bffff,-6.48507641350395,-6.48507641350395
256,8928309837bffff,-6.02866626950395,-6.02866626950395
257,89283099c93ffff,16.08773061549605,16.08773061549605
258,89283099d17ffff,0.1553994754960506,0.1553994754960506
259,892830810b3ffff,9.01599843549605,9.01599843549605
260,892830810d7ffff,0.8576120154960503,0.8576120154960503
261,89283081237ffff,28.270478620496043,28.270478620496043
262,89283081147ffff,-3.3021217445039497,-3.3021217445039497
263,89283098037ffff,-5.51729876350395,-5.51729876350395
264,8928309814bffff,-1.6508600135039497,-1.6508600135039497
265,8928309835bffff,-8.23745744850395,-8.23745744850395
266,8928309839bffff,-5.88539238200395,-5.88539238200395
267,89283098e57ffff,-5.15174301650395,-5.15174301650395
268,89283099d5bffff,-6.95174321850395,-6.95174321850395
269,89283081013ffff,1.2021026554960503,1.2021026554960503
270,89283081047ffff,-0.23140507950394884,-0.23140507950394884
271,8928308109bffff,13.44494452549605,13.44494452549605
272,8928308118fffff,-2.963938372503949,-2.963938372503949
273,892830811d7ffff,-5.41743296550395,-5.41743296550395
274,8928309818fffff,-2.8961874120039504,-2.8961874120039504
275,89283099897ffff,18.85659049549605,18.85659049549605
276,89283099dcfffff,-9.95174324450395,-9.95174324450395
277,89283081093ffff,-2.8712831385039497,-2.8712831385039497
278,89283098357ffff,-6.57243279550395,-6.57243279550395
279,89283099c37ffff,-8.35174316850395,-8.35174316850395
280,89283099ca7ffff,-8.66840985000395,-8.66840985000395
281,892830810c7ffff,-0.3436152875039493,-0.3436152875039493
282,892830810cbffff,-1.0785037305039502,-1.0785037305039502
283,8928308130bffff,-3.4555893415039503,-3.4555893415039503
284,8928309814fffff,-7.45174312550395,-7.45174312550395
285,89283098227ffff,-7.529658506503949,-7.529658506503949
286,8928309838fffff,-5.95174305450395,-5.95174305450395
287,892830983a3ffff,-5.95174305450395,-5.95174305450395
288,89283098e43ffff,-1.9517431745039495,-1.9517431745039495
289,89283098e4fffff,1.8815903354960497,1.8815903354960497
290,89283099ddbffff,-7.93681781450395,-7.93681781450395
