,h3id_9,y - y_estimated
172,8928308110fffff,-9.571301834557222
173,8928308116bffff,7.813826849966063
174,89283081187ffff,30.974881794512577
175,89283081333ffff,4.264911160911151
176,89283098393ffff,0.8007309806137517
177,89283099c03ffff,13.49209760173951
178,89283081007ffff,1.8673549509872451
179,8928308115bffff,-7.129907775152087
180,892830812a7ffff,-1.1193049820148486
181,8928308131bffff,-6.106661303877731
182,892830813abffff,1.6134830377159481
183,892830813b3ffff,-9.64702954491616
184,8928308155bffff,-2.341774788179741
185,8928309811bffff,-4.6375826696488485
186,89283098387ffff,-1.1024334242790141
187,89283099c27ffff,-9.547521185308371
188,89283099c3bffff,22.35217050006282
189,89283099dc3ffff,-3.7618414489431906
190,89283099dd7ffff,-4.392852950495197
191,8928308107bffff,0.22766731752895808
192,892830812abffff,-0.26827522568359186
193,892830813cfffff,2.7867740280460875
194,89283098103ffff,-3.1703067461227876
195,89283098183ffff,-2.2887041766922263
196,89283098333ffff,-9.92701709054335
197,89283098e9bffff,2.045942598973104
198,89283098edbffff,-2.949785118621185
199,89283099d43ffff,-8.466679270470154
200,89283099d53ffff,-9.592913469745021
201,89283099d83ffff,-9.899318110917918
202,8928308102bffff,-3.9687231430838015
203,8928308108bffff,-2.9946691404814914
204,89283081153ffff,-6.753472314772351
205,892830811c7ffff,1.358637859857839
206,892830812afffff,-2.5344940421356306
207,8928308139bffff,-10.485190276266685
208,89283098113ffff,-2.1285780304314397
209,89283098187ffff,-2.8486733827567576
210,892830981cfffff,11.684163256085895
211,892830983b7ffff,0.3380127212692461
212,892830983c3ffff,-8.090585669196521
213,89283099d47ffff,-5.57510185844423
214,89283099d57ffff,-9.721306882343882
215,89283081093ffff,5.989576571879862
216,89283081147ffff,-6.365349352570443
217,89283098037ffff,-5.325323468385067
218,8928309814bffff,-3.9207306686506698
219,89283098357ffff,-5.345265527793838
220,8928309835bffff,-5.9699918469051205
221,8928309839bffff,-6.536409030073777
222,89283098e57ffff,-3.9536281229199837
223,89283099c37ffff,-7.839994706153278
224,89283099ca7ffff,-6.555896901365783
225,89283099d5bffff,-5.058667321325354
226,8928308108fffff,1.1409070348510806
227,89283081313ffff,3.877666760819171
228,8928308146bffff,13.638401725258223
229,8928308146fffff,13.400220291250166
230,89283081ed3ffff,-8.446616251536236
231,8928309802fffff,-3.845082219110415
232,89283098337ffff,-5.4277434339473025
233,89283098e4bffff,-8.134523717189431
234,89283099cafffff,-4.984305167171088
235,89283099d9bffff,2.702042162467535
236,89283099dd3ffff,0.9433290136032739
237,892830810b3ffff,9.779832688878638
238,892830810c7ffff,1.1690278179530917
239,892830810cbffff,-6.282260841590807
240,892830810d7ffff,7.012439616283702
241,89283081237ffff,27.74501869311444
242,8928308130bffff,-6.701906516092226
243,8928309814fffff,-8.654635326301221
244,89283098227ffff,-6.091063765026444
245,8928309838fffff,-8.85746444392631
246,892830983a3ffff,-5.654204102059095
247,89283098e43ffff,0.7877733767309287
248,89283098e4fffff,-3.005818015035965
249,89283099ddbffff,-6.396173281548901
250,89283081057ffff,-3.278709866327988
251,892830811dbffff,-0.242074442593192
252,892830812bbffff,-6.252031521355888
253,892830813a7ffff,-0.6416615291122447
254,892830813c3ffff,7.357173327561005
255,8928308152bffff,44.065092712867425
256,89283098177ffff,20.650216904673112
257,89283098367ffff,-9.288299257879498
258,892830983cbffff,-5.565754109323758
259,89283098e8bffff,3.2569855837493122
260,892830810a3ffff,-0.1916927543947935
261,8928308111bffff,-4.906550725150375
262,892830813d7ffff,-1.1937646490569582
263,89283098163ffff,-0.7073080556147548
264,89283098223ffff,-4.560835118181552
265,89283098343ffff,1.8499748752873693
266,89283098363ffff,-3.2189767573179844
267,89283099c97ffff,-7.884859819396739
268,89283081083ffff,14.029569414929442
269,8928308152fffff,48.2443963994381
270,8928308156fffff,0.8810997378132459
271,892830981cbffff,-6.814738094012101
272,8928309832bffff,-7.194087622969605
273,89283098383ffff,-7.040142028548597
274,89283099d73ffff,1.964773442785873
275,89283099dc7ffff,-4.310935507961236
276,89283081023ffff,-3.9407357472019653
277,892830810bbffff,-0.5386669104247925
278,89283081113ffff,-1.4057601046794543
279,89283081307ffff,0.5982443118381937
280,89283081477ffff,-5.280782866589282
281,89283098153ffff,-2.640722403990604
282,892830981dbffff,71.37151603382945
283,8928309830fffff,-3.0740851005634884
284,8928309834fffff,-5.786367502339655
285,892830983c7ffff,-2.826252551449013
286,8928309856bffff,-8.098263002831645
287,89283098ec3ffff,-0.7810489804480509
288,89283099c23ffff,-4.380726728946907
289,89283099d4bffff,22.606789847441206
290,89283099d7bffff,2.90551830240339
