,h3id_9,no_med,OSM-SimpleLinearRegression-y_estimated,OSM-SimpleLinearRegression-diff,Waze-SimpleLinearRegression-y_estimated,Waze-SimpleLinearRegression-diff,Waze-SimpleGamma-y_estimated,Waze-SimpleGamma-diff,Waze-SimpleLinearRegression-transformed-y_estimated,Waze-SimpleLinearRegression-transformed-diff
124,89283098143ffff,5.940000116499999,3.7126075744195717,2.2273925420804277,6.7261836353528395,-0.7861835188528401,6.565087441948652,-0.6250873254486526,2.671919260464624,-0.2347077151735717
125,8928309816fffff,9.1982154735,10.654491727553847,-1.4562762540538472,8.101657764932217,1.096557708567783,6.865408677752757,2.332806795747242,2.5823603754240536,0.4504956174480115
126,89283098347ffff,4.136363764,6.89016645047307,-2.75380268647307,5.750093023604201,-1.6137292596042005,6.378374724609874,-2.242010960609874,2.45950214754992,-0.4256969051532935
127,8928308119bffff,5.600000266,7.411171521806914,-1.8111712558069133,7.697806124501177,-2.097805858501177,6.977668501835822,-1.3776682358358219,2.6780367333947077,-0.3116047639521038
128,892830983abffff,3.3438356215,11.654779163048598,-8.310943541548598,3.0947593521694188,0.24907626933058102,4.575262273330599,-1.2314266518305996,1.8229927627576537,0.005623003744429145
129,89283081233ffff,21.870370704499997,6.251908159122529,15.618462545377469,8.939896298168339,12.930474406331658,10.66983810122568,11.200532603274317,2.960723706002325,1.7158531087736284
130,892830813dbffff,11.100555575,10.305114338957969,0.7954412360420307,18.4128360866916,-7.312280511691599,10.751298657879818,0.34925691712018114,3.8940365491198956,-0.5622869224222353
131,89283081157ffff,10.90372986,11.39425489164584,-0.4905250316458396,9.659709543214035,1.2440203167859654,9.800229331614954,1.1035005283850463,3.0283043084980354,0.2737753180403679
132,89283081467ffff,7.185510787,11.354423005305279,-4.1689122183052785,5.997347793887169,1.1881629931128312,6.510809531359788,0.6747012556402119,2.535577022592364,0.14500328528874862
133,8928309816bffff,7.000000216,9.969460919613391,-2.9694607036133913,16.647360935822455,-9.647360719822455,6.8350950831955855,0.16490513280441466,3.200697507806178,-0.5549461559214244
134,89283099d87ffff,1.935985751,12.935240595632212,-10.999254844632212,9.933545898570088,-7.997560147570088,7.451124898988806,-5.515139147988807,2.768446987224752,-1.377049937134448
135,89283098317ffff,4.4238350949999985,11.654779163048598,-7.2309440680486,0.6587661681967845,3.765068926803214,4.303354970162808,0.12048012483719006,1.5184043274616332,0.5848871632737804
136,89283081307ffff,8.006521591,7.408277279161807,0.5982443118381937,3.2171394711100305,4.78938211988997,5.910556363239833,2.0959652277601677,2.20404739895806,0.6255323562352797
137,89283099d4bffff,34.11290458,11.50611473255879,22.606789847441206,25.6126421169526,8.500262463047399,27.397806613104784,6.715097966895215,4.874159279334009,0.9664660793069642
138,89283099d7bffff,13.06503514,10.15951683759661,2.90551830240339,9.423748886584843,3.641286253415158,8.417845053959192,4.647190086040808,2.575159883607799,1.039398891678612
139,89283081023ffff,4.709091042,8.649826789201965,-3.9407357472019653,7.975886169847314,-3.266795127847314,6.999637127807244,-2.290546085807244,2.621218442042161,-0.4511744235946087
140,8928309834fffff,2.909091047,8.695458549339655,-5.786367502339655,11.066762891874031,-8.15767184487403,8.445137315413854,-5.536046268413854,2.8334430747322363,-1.1278373034591676
141,8928309830fffff,2.727272751,5.8013578515634885,-3.0740851005634884,8.37948651599094,-5.6522137649909405,7.073312293147957,-4.346039542147957,2.650675973310794,-0.9992303184374645
142,892830983c7ffff,1.909091,4.735343551449013,-2.826252551449013,6.767515949969411,-4.858424949969411,6.726110477573619,-4.817019477573619,2.445257494047231,-1.0635589017341316
143,89283098153ffff,4.755639028000001,7.396361431990605,-2.640722403990604,8.237527692521933,-3.4818886645219322,7.031586713962812,-2.2759476859628114,2.6034802928717875,-0.4227375230798067
144,892830981dbffff,81.90032011,10.528804076170541,71.37151603382945,47.792402412511024,34.10791769748897,49.356482389260485,32.54383772073951,6.313787583784331,2.7360919795026852
145,89283098ec3ffff,6.5600003120000006,7.3410492924480515,-0.7810489804480509,8.602114262730439,-2.042113950730438,4.194066741182326,2.365933570817675,2.2106932058662907,0.3505565500146153
146,89283081393ffff,5.419117607,8.381476481234081,-2.9623588742340816,9.239827362710091,-3.8207097557100917,10.37882716970465,-4.95970956270465,2.9179485153307487,-0.5900486878037996
147,892830813bbffff,6.886956582000001,7.544399151612331,-0.6574425696123303,6.470924913344263,0.41603166865573815,6.434159627507456,0.45279695449254476,2.5331797790147266,0.09112138167548656
148,8928309832fffff,5.6286823560000006,5.974696926253895,-0.34601457025389415,8.401969181152669,-2.7732868251526686,10.037540833262534,-4.408858477262534,3.1039369996839885,-0.7314525727593351
