,h3id_9,y - y_estimated
0,8928309802fffff,0.6982608707742877
1,89283098e4bffff,-7.220471111870526
2,89283099d9bffff,1.030589644528213
3,89283099dd3ffff,-0.2832183382757649
4,89283099cafffff,-2.710542367564912
5,89283098337ffff,-0.8881630613995122
6,89283098107ffff,-2.527371948714377
7,8928309810fffff,6.0630907257461075
8,89283099c87ffff,-22.2070006502195
9,8928309833bffff,-2.7652942062285852
10,89283098397ffff,1.093920029893635
11,89283099d93ffff,-2.7092767061550678
12,892830983bbffff,-4.36912948834516
13,89283098117ffff,2.041916941469868
14,89283098ed3ffff,2.3469289510075804
15,89283099dbbffff,4.642314468267248
16,89283099d87ffff,-5.047747395994028
17,89283099db3ffff,8.972533358609711
18,8928309816bffff,-6.658689209249152
19,89283098317ffff,1.5383343617711533
20,89283098393ffff,3.2867564897397115
21,89283099c03ffff,-3.578577471570757
22,89283098143ffff,2.3186175263108195
23,8928309816fffff,3.9141215990833107
24,89283098327ffff,-4.150850122759997
25,89283098347ffff,0.8514593212758896
26,892830983abffff,-1.1754407885125606
27,89283098e13ffff,5.834746096050511
28,892830981cbffff,3.0646631516764185
29,89283099d73ffff,3.315025145086441
30,89283099dc7ffff,-0.9137436427543055
31,89283098383ffff,-1.8137485673806166
32,8928309832bffff,3.670483492572287
33,8928309815bffff,0.26980541589714857
34,8928309836fffff,-0.04225343841303664
35,89283099d8fffff,-0.6024331150627837
36,89283098147ffff,-4.502540682452324
37,89283099d8bffff,-1.8516787677528237
38,8928309812bffff,24.0071964086694
39,8928309832fffff,2.1263565782710536
40,89283099d0bffff,2.8185002656433467
41,89283098237ffff,1.1148157004080739
42,892830983b3ffff,-5.0333082041817665
43,892830981d7ffff,3.3173189220914967
44,892830981c3ffff,-16.01247846780158
45,8928309837bffff,-2.065348868257323
46,89283099c83ffff,15.168195643634498
47,89283099d17ffff,1.1320303289934586
48,89283099c93ffff,13.754835375381864
49,89283098173ffff,3.850826374160042
50,89283098313ffff,1.9704077099742463
51,89283099c2fffff,-12.745563644237022
52,89283099d1bffff,-0.6328286660749076
53,89283098563ffff,-2.9222534387334154
54,8928309810bffff,7.592088810549811
55,892830981d3ffff,-4.338215664894253
56,89283099d97ffff,-4.513467044452134
57,892830981c7ffff,3.6394449088916137
58,8928309822bffff,-11.525748517658801
59,89283098ed7ffff,11.02564082348884
60,89283099c8fffff,5.968931910151694
61,89283098303ffff,-0.883698649842148
62,8928309813bffff,-7.503486421223336
63,89283098177ffff,7.242417283810482
64,89283098e8bffff,4.608029009669773
65,892830983cbffff,-7.001896545629448
66,89283098367ffff,-0.5386377766355226
67,8928309830fffff,-1.6917451722935413
68,89283099d4bffff,8.531221373618614
69,89283099d7bffff,9.54093999442619
70,89283098153ffff,1.313743465668825
71,892830983c7ffff,-1.9693435739351006
72,8928309834fffff,-3.003260067475589
73,89283098ec3ffff,-3.0869695507236594
74,892830981dbffff,37.936130602526475
75,89283098307ffff,2.408066395013857
76,892830983d7ffff,0.5894752704761954
77,89283098323ffff,-1.3282861948112021
78,8928309856fffff,-1.2777504445822974
79,89283099c13ffff,15.06953447860348
80,89283098567ffff,5.92991221483652
81,8928309838bffff,-4.352770520234978
82,89283098167ffff,1.9321980816354394
83,8928309831bffff,-1.6378245811407948
84,89283099d03ffff,6.72505337647536
85,89283099d4fffff,11.839571816921975
86,8928309811bffff,-34.89651421955779
87,89283098387ffff,4.558395840743236
88,89283099dc3ffff,-0.7126147616398386
89,89283099dd7ffff,0.33806702596888094
90,89283099c3bffff,-4.359766797997398
91,89283098037ffff,1.738451954444523
92,8928309814bffff,-1.7690507584309163
93,89283098357ffff,-0.555632193968151
94,8928309835bffff,-1.3078384205662368
95,8928309839bffff,0.0997948222079792
96,89283099d5bffff,-2.3641476115498286
97,89283098e57ffff,0.20457844689553717
98,89283099ca7ffff,-2.4979584148002743
99,8928309838fffff,-3.536294157689021
100,89283098e43ffff,3.223724773411538
101,89283098e4fffff,3.4351294558324987
102,89283099ddbffff,0.2928124069615414
103,8928309814fffff,-11.54555452938163
104,892830983a3ffff,-2.7119701366871602
105,89283098227ffff,-1.3252704729109444
106,89283099cb7ffff,-1.4783956731703456
107,89283098197ffff,-1.0534662436930864
108,89283098027ffff,-0.20859541704902806
109,89283098e1bffff,-4.798353596667103
110,892830981bbffff,-3.197442310920451e-14
111,89283098e9bffff,-4.796163466380676e-14
112,89283098edbffff,-2.1202050466403763
113,89283098103ffff,2.4868995751603507e-14
114,89283098183ffff,6.006749276223809
115,89283099d53ffff,1.2076426766500516
116,89283098333ffff,-2.586026038375571
117,89283098343ffff,1.1305629986758197
118,89283098363ffff,-1.7170962368074432
119,89283099c97ffff,-10.887739048774634
120,89283098163ffff,3.5037511093773333
121,89283098223ffff,-3.8697288739764426
122,89283098187ffff,0.8373028178934483
123,892830981cfffff,-4.675881835906502
124,892830983b7ffff,5.864929678077493
125,892830983c3ffff,-5.491177660195219
126,89283099d57ffff,-7.796040890156599
127,8928309818fffff,5.341884669281615
128,8928309830bffff,-1.8275373528903591
129,89283099897ffff,8.348245457578589
130,89283099dcfffff,-0.21167081008143995
131,89283099ca3ffff,-2.0329007240868626
132,8928309834bffff,3.7616227436474325
133,89283098353ffff,-0.5893403871053318
134,89283098373ffff,1.9590386961101514
135,89283098e5bffff,-3.9748562761574737
136,89283098ecbffff,2.600956426181909
137,89283099c07ffff,-26.877353858086867
138,89283099dcbffff,-0.6980604494211681
